,UtcTime,EventID,ProcessGuid,Protocol,Initiated,SourceIsIpv6,SourceIp,SourcePort,DestinationIsIpv6,DestinationIp,DestinationPort,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,IntegrityLevel,ParentCommandLine,Signed,Signature,SignatureStatus,collector_node_id,Image_process,ParentImage_process,SourceImage_process,TargetImage_process,TargetObject_processed,TargetFilename_file,TargetFilename_processed,ImageLoaded_dll,ImageLoaded_processed
0,2024-02-05 10:34:30.044,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
1,2024-02-05 10:34:31.921,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
2,2024-02-05 10:34:43.242,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
3,2024-02-05 10:34:43.298,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
4,2024-02-05 10:40:22.199,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
5,2024-02-05 10:40:22.335,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
6,2024-02-05 11:00:33.140,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
7,2024-02-05 11:00:33.295,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
8,2024-02-05 11:12:55.944,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
9,2024-02-05 11:12:56.454,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
10,2024-02-05 11:14:16.480,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
11,2024-02-05 11:14:16.551,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
12,2024-02-05 11:16:24.193,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
13,2024-02-05 11:16:24.290,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
14,2024-02-05 11:29:54.849,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
15,2024-02-05 11:29:54.962,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
16,2024-02-05 11:36:21.343,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
17,2024-02-05 11:36:21.401,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
18,2024-02-05 11:37:21.627,11,{31cacd48-f47f-65a8-431f-000000005200},,,,,,,,,,,,,,,,,,,,,vew10s79622,explorer.exe,,,,,lnk,c:\users,0,empty
